alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
0.719686,4.3e-05,3,1,0.744,0.0386,0.7437,0.0386,0.8145,0.0384,1830.2515,acc;f1_score
0.719686,5.5e-05,3,1,0.744,0.0386,0.7437,0.0386,0.8145,0.0386,1830.2515,acc;f1_score
0.719686,7e-05,3,1,0.744,0.0386,0.7437,0.0386,0.8146,0.0384,1830.2515,acc;f1_score
0.719686,8.9e-05,3,1,0.744,0.0389,0.7437,0.0389,0.8146,0.0381,1830.2515,acc;f1_score
