alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
0.013895,0.000546,3,0,0.7305,0.0218,0.6696,0.0419,0.7249,0.0601,333.1876,acc;f1_score
0.019307,0.000379,3,0,0.7305,0.0218,0.6696,0.0419,0.7252,0.0607,333.1876,acc;f1_score
0.026827,0.000298,3,0,0.7305,0.0218,0.6696,0.0419,0.7255,0.0607,333.1876,acc;f1_score
0.037276,0.000207,3,0,0.7305,0.0218,0.6696,0.0419,0.726,0.0614,333.1876,acc;f1_score
0.051795,0.000144,3,0,0.7305,0.0218,0.6696,0.0419,0.7253,0.0608,333.1876,acc;f1_score
0.051795,0.000162,3,0,0.7305,0.0218,0.6696,0.0419,0.7257,0.0611,333.1876,acc;f1_score
0.071969,0.000113,3,0,0.7305,0.0218,0.6696,0.0419,0.726,0.0608,333.1876,acc;f1_score
