alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
1.0,0.007848,3,1,0.8852,0.0328,0.8793,0.0336,0.9094,0.0372,14.9238,acc;f1_score
