alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
1.0,0.000616,3,6,0.8419,0.0062,0.8419,0.0064,0.9152,0.0053,4231.8734,acc;f1_score
