alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
1.0,6e-06,3,5,0.8573,0.0187,0.8571,0.0187,0.9121,0.0122,1890.9571,acc;f1_score;roc_auc_score
