alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std
1.0,1e-06,3,5,0.8485,0.0163,0.8483,0.0163,0.9065,0.0133
1.0,2e-06,3,5,0.854,0.0157,0.8539,0.0157,0.9101,0.0127
1.0,3e-06,3,5,0.857,0.0174,0.8568,0.0175,0.912,0.0126
1.0,4e-06,3,5,0.8568,0.0164,0.8566,0.0165,0.9114,0.0123
1.0,6e-06,3,5,0.8573,0.0187,0.8571,0.0187,0.9121,0.0122
1.0,9e-06,3,5,0.8556,0.0168,0.8555,0.0169,0.912,0.0122
1.0,1.3e-05,3,5,0.8555,0.0162,0.8553,0.0162,0.912,0.0123
1.0,1.8e-05,3,5,0.8552,0.0171,0.855,0.0172,0.9119,0.0123
1.0,2.6e-05,3,5,0.8564,0.0171,0.8563,0.0172,0.912,0.0122
1.0,3.8e-05,3,5,0.856,0.0172,0.8558,0.0173,0.9119,0.0123
1.0,5.5e-05,3,5,0.856,0.0172,0.8558,0.0173,0.9119,0.0124
1.0,7.8e-05,3,5,0.856,0.0171,0.8558,0.0172,0.9119,0.0123
1.0,0.000113,3,5,0.8561,0.0174,0.8559,0.0174,0.9119,0.0123
1.0,0.000162,3,5,0.8558,0.0171,0.8556,0.0171,0.912,0.0123
1.0,0.000234,3,5,0.8558,0.0171,0.8556,0.0171,0.912,0.0123
1.0,0.000336,3,5,0.856,0.0172,0.8558,0.0173,0.912,0.0123
1.0,0.000483,3,5,0.856,0.0172,0.8558,0.0173,0.912,0.0123
1.0,0.000695,3,5,0.8561,0.0172,0.8559,0.0173,0.912,0.0124
1.0,0.001,3,5,0.8561,0.0172,0.8559,0.0173,0.9121,0.0123
