alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std
1.0,0.000234,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000234,3,1,0.893,0.0238,0.8894,0.0242,0.994,0.0033
1.0,0.000234,3,2,0.8871,0.0249,0.8837,0.0263,0.9938,0.0035
1.0,0.000234,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0036
1.0,0.000234,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000234,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000234,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000234,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000264,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000264,3,1,0.893,0.0238,0.8894,0.0242,0.994,0.0033
1.0,0.000264,3,2,0.8871,0.0249,0.8837,0.0263,0.9938,0.0035
1.0,0.000264,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000264,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0037
1.0,0.000264,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000264,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000264,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000298,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000298,3,1,0.893,0.0238,0.8894,0.0242,0.994,0.0033
1.0,0.000298,3,2,0.8871,0.0249,0.8837,0.0263,0.9938,0.0035
1.0,0.000298,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000298,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0037
1.0,0.000298,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000298,3,6,0.8753,0.031,0.8733,0.0314,0.9932,0.0039
1.0,0.000298,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000336,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000336,3,1,0.8918,0.0247,0.8883,0.0249,0.994,0.0033
1.0,0.000336,3,2,0.8871,0.0249,0.8837,0.0263,0.9938,0.0035
1.0,0.000336,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000336,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0037
1.0,0.000336,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000336,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000336,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000379,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000379,3,1,0.8918,0.0247,0.8877,0.0257,0.994,0.0033
1.0,0.000379,3,2,0.8859,0.0248,0.8825,0.0258,0.9938,0.0035
1.0,0.000379,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000379,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0037
1.0,0.000379,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000379,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000379,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000428,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000428,3,1,0.8918,0.0247,0.8877,0.0257,0.994,0.0033
1.0,0.000428,3,2,0.8859,0.0248,0.8825,0.0258,0.9938,0.0035
1.0,0.000428,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000428,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000428,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000428,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000428,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000483,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000483,3,1,0.8918,0.0247,0.8877,0.0257,0.994,0.0033
1.0,0.000483,3,2,0.8859,0.0248,0.8825,0.0258,0.9938,0.0035
1.0,0.000483,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000483,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000483,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000483,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000483,3,7,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000546,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000546,3,1,0.8906,0.0254,0.8868,0.0264,0.994,0.0033
1.0,0.000546,3,2,0.8859,0.0248,0.8825,0.0258,0.9938,0.0036
1.0,0.000546,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000546,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000546,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000546,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000546,3,7,0.8741,0.0304,0.8723,0.0308,0.9931,0.0039
1.0,0.000616,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000616,3,1,0.8906,0.0254,0.8868,0.0264,0.994,0.0033
1.0,0.000616,3,2,0.8859,0.0248,0.8825,0.0258,0.9938,0.0036
1.0,0.000616,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000616,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000616,3,5,0.8777,0.0295,0.8754,0.0299,0.9934,0.0038
1.0,0.000616,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000616,3,7,0.8741,0.0304,0.8723,0.0308,0.9931,0.0039
1.0,0.000695,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000695,3,1,0.8906,0.0254,0.8868,0.0264,0.994,0.0033
1.0,0.000695,3,2,0.8847,0.0259,0.8814,0.0268,0.9938,0.0036
1.0,0.000695,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000695,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000695,3,5,0.8765,0.0305,0.8744,0.0308,0.9933,0.0038
1.0,0.000695,3,6,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.000695,3,7,0.873,0.0318,0.8712,0.0321,0.9931,0.0039
1.0,0.000785,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000785,3,1,0.8906,0.0254,0.8868,0.0264,0.994,0.0033
1.0,0.000785,3,2,0.8847,0.0259,0.8814,0.0268,0.9938,0.0036
1.0,0.000785,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000785,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000785,3,5,0.8765,0.0305,0.8744,0.0308,0.9933,0.0039
1.0,0.000785,3,6,0.8741,0.0304,0.8723,0.0308,0.9933,0.0039
1.0,0.000785,3,7,0.873,0.0318,0.8712,0.0321,0.9931,0.004
1.0,0.000886,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.000886,3,1,0.8906,0.0254,0.8868,0.0264,0.994,0.0033
1.0,0.000886,3,2,0.8847,0.0259,0.8814,0.0268,0.9938,0.0036
1.0,0.000886,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.000886,3,4,0.88,0.0293,0.8776,0.0298,0.9935,0.0038
1.0,0.000886,3,5,0.8765,0.0305,0.8744,0.0308,0.9933,0.0039
1.0,0.000886,3,6,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.000886,3,7,0.873,0.0318,0.8712,0.0321,0.993,0.004
1.0,0.001,3,0,0.9059,0.0323,0.902,0.0333,0.9947,0.0027
1.0,0.001,3,1,0.8906,0.0254,0.8868,0.0264,0.9939,0.0034
1.0,0.001,3,2,0.8847,0.0259,0.8814,0.0268,0.9938,0.0036
1.0,0.001,3,3,0.8824,0.0277,0.8798,0.0283,0.9937,0.0037
1.0,0.001,3,4,0.8788,0.0304,0.8766,0.0309,0.9935,0.0038
1.0,0.001,3,5,0.8753,0.031,0.8733,0.0314,0.9933,0.0039
1.0,0.001,3,6,0.8741,0.0304,0.8723,0.0308,0.9932,0.0039
1.0,0.001,3,7,0.873,0.0318,0.8714,0.032,0.993,0.0041
