alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time,selected_metric
1.0,0.0001,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.0371,24.7494,acc;f1_score
1.0,0.000127,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.037,24.7494,acc;f1_score
1.0,0.000144,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.037,24.7494,acc;f1_score
1.0,0.000162,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.0372,24.7494,acc;f1_score
1.0,0.000207,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.0372,24.7494,acc;f1_score
1.0,0.000234,3,0,0.5866,0.0539,0.5853,0.0535,0.8556,0.0371,24.7494,acc;f1_score
