alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std
0.01,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.013895,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.019307,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.026827,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.037276,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.051795,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.071969,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.1,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.13895,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.19307,0.000113,3,4,0.8313,0.0099,0.831,0.01,0.8943,0.0082
0.26827,0.000113,3,4,0.8316,0.0101,0.8314,0.0102,0.8944,0.0082
0.372759,0.000113,3,4,0.8318,0.0101,0.8315,0.0101,0.8946,0.0082
0.517947,0.000113,3,4,0.8327,0.01,0.8325,0.0101,0.8949,0.0081
0.719686,0.000113,3,4,0.8342,0.0106,0.834,0.0106,0.8961,0.0081
1.0,0.000113,3,4,0.8608,0.0115,0.8606,0.0115,0.9142,0.0068
0.01,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.013895,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.019307,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.026827,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.037276,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.051795,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.071969,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.1,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.13895,0.000162,3,4,0.8313,0.0099,0.831,0.01,0.8943,0.0082
0.19307,0.000162,3,4,0.8316,0.0101,0.8314,0.0102,0.8944,0.0082
0.26827,0.000162,3,4,0.8318,0.0101,0.8315,0.0101,0.8945,0.0082
0.372759,0.000162,3,4,0.8327,0.01,0.8325,0.0101,0.8948,0.0082
0.517947,0.000162,3,4,0.8332,0.0098,0.833,0.0099,0.8953,0.0081
0.719686,0.000162,3,4,0.8352,0.0112,0.8349,0.0112,0.8968,0.008
1.0,0.000162,3,4,0.8608,0.0114,0.8606,0.0114,0.9142,0.0069
0.01,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.013895,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8941,0.0082
0.019307,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.026827,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.037276,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.051795,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.071969,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.1,0.000234,3,4,0.8313,0.0099,0.831,0.01,0.8943,0.0082
0.13895,0.000234,3,4,0.8316,0.0101,0.8314,0.0102,0.8944,0.0082
0.19307,0.000234,3,4,0.8318,0.0101,0.8315,0.0101,0.8945,0.0082
0.26827,0.000234,3,4,0.8324,0.01,0.8322,0.01,0.8947,0.0082
0.372759,0.000234,3,4,0.8329,0.01,0.8326,0.01,0.895,0.0081
0.517947,0.000234,3,4,0.834,0.0101,0.8338,0.0101,0.8958,0.008
0.719686,0.000234,3,4,0.8363,0.0107,0.8361,0.0108,0.8978,0.0079
1.0,0.000234,3,4,0.8608,0.0114,0.8606,0.0114,0.9142,0.0068
0.01,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.013895,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.019307,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.026827,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.037276,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8942,0.0082
0.051795,0.000483,3,4,0.8313,0.0099,0.831,0.01,0.8943,0.0082
0.071969,0.000483,3,4,0.8316,0.0101,0.8314,0.0102,0.8944,0.0082
0.1,0.000483,3,4,0.8318,0.0101,0.8315,0.0101,0.8945,0.0082
0.13895,0.000483,3,4,0.8321,0.0098,0.8318,0.0098,0.8946,0.0082
0.19307,0.000483,3,4,0.8327,0.01,0.8325,0.0101,0.8949,0.0081
0.26827,0.000483,3,4,0.8332,0.0098,0.833,0.0099,0.8953,0.0081
0.372759,0.000483,3,4,0.834,0.0104,0.8338,0.0104,0.896,0.008
0.517947,0.000483,3,4,0.8357,0.0109,0.8354,0.011,0.8973,0.0079
0.719686,0.000483,3,4,0.8399,0.0111,0.8396,0.0112,0.9007,0.0076
1.0,0.000483,3,4,0.8608,0.0112,0.8606,0.0112,0.9142,0.0068
