alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time
0.01,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.01,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000113,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000162,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000234,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000336,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000483,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.01,0.000695,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.01,0.001,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.013895,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.013895,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,0.000113,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,0.000162,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,0.000234,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,0.000336,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.013895,0.000483,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.013895,0.000695,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.013895,0.001,3,0,0.7956,0.0121,0.7954,0.0122,0.869,0.0095,929.2548
0.019307,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.019307,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,0.000113,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,0.000162,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,0.000234,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.019307,0.000336,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.019307,0.000483,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.019307,0.000695,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.019307,0.001,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.026827,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.026827,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,0.000113,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.026827,0.000162,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0096,929.2548
0.026827,0.000234,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.026827,0.000336,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.026827,0.000483,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.026827,0.000695,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.026827,0.001,3,0,0.796,0.012,0.7957,0.012,0.8691,0.0095,929.2548
0.037276,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.037276,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.037276,0.000113,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0096,929.2548
0.037276,0.000162,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.037276,0.000234,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.037276,0.000336,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.037276,0.000483,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.037276,0.000695,3,0,0.796,0.012,0.7957,0.012,0.8691,0.0095,929.2548
0.037276,0.001,3,0,0.796,0.012,0.7957,0.012,0.8692,0.0095,929.2548
0.051795,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.051795,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.051795,7.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0096,929.2548
0.051795,0.000113,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.051795,0.000162,3,0,0.7955,0.0122,0.7952,0.0123,0.8689,0.0095,929.2548
0.051795,0.000234,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.051795,0.000336,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.051795,0.000483,3,0,0.796,0.012,0.7957,0.012,0.8691,0.0095,929.2548
0.051795,0.000695,3,0,0.796,0.012,0.7957,0.012,0.8692,0.0095,929.2548
0.051795,0.001,3,0,0.796,0.0114,0.7957,0.0115,0.8694,0.0095,929.2548
0.071969,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.071969,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.071969,5.5e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0096,929.2548
0.071969,7.8e-05,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.071969,0.000113,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.071969,0.000162,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.071969,0.000234,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.071969,0.000336,3,0,0.796,0.012,0.7957,0.012,0.8691,0.0095,929.2548
0.071969,0.000483,3,0,0.796,0.012,0.7957,0.012,0.8692,0.0095,929.2548
0.071969,0.000695,3,0,0.796,0.0114,0.7957,0.0115,0.8694,0.0095,929.2548
0.071969,0.001,3,0,0.7966,0.0114,0.7964,0.0115,0.8697,0.0095,929.2548
0.1,1e-06,3,0,0.7953,0.0118,0.7951,0.0119,0.8688,0.0093,929.2548
0.1,2e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,3e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,4e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,6e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,9e-06,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,1.3e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,1.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,2.6e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0095,929.2548
0.1,3.8e-05,3,0,0.7953,0.0121,0.7951,0.0122,0.8688,0.0096,929.2548
0.1,5.5e-05,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.1,7.8e-05,3,0,0.7955,0.0122,0.7952,0.0123,0.8688,0.0095,929.2548
0.1,0.000113,3,0,0.7956,0.0121,0.7954,0.0122,0.8689,0.0095,929.2548
0.1,0.000162,3,0,0.7958,0.012,0.7955,0.0121,0.869,0.0095,929.2548
0.1,0.000234,3,0,0.796,0.012,0.7957,0.012,0.8691,0.0095,929.2548
0.1,0.000336,3,0,0.796,0.012,0.7957,0.012,0.8692,0.0095,929.2548
