alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time
0.01,0.0001,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.01,0.000113,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.01,0.000127,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.01,0.000144,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.01,0.000162,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000183,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000207,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000234,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000264,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000298,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000336,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000379,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.01,0.000428,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.01,0.000483,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.01,0.000546,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.01,0.000616,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.01,0.000695,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.01,0.000785,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.01,0.000886,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.01,0.001,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.0001,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.013895,0.000113,3,0,0.4122,0.0636,0.4023,0.0637,0.7473,0.0456,24.7494
0.013895,0.000127,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000144,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000162,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000183,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000207,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000234,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000264,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.013895,0.000298,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.013895,0.000336,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.013895,0.000379,3,0,0.4122,0.0636,0.4023,0.0637,0.7475,0.0456,24.7494
0.013895,0.000428,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000483,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000546,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000616,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000695,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000785,3,0,0.4122,0.0636,0.4023,0.0637,0.7476,0.0457,24.7494
0.013895,0.000886,3,0,0.4122,0.0636,0.4023,0.0637,0.7477,0.0457,24.7494
0.013895,0.001,3,0,0.4122,0.0636,0.4023,0.0637,0.7477,0.0458,24.7494
0.019307,0.0001,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000113,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000127,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000144,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000162,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000183,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
0.019307,0.000207,3,0,0.4122,0.0636,0.4023,0.0637,0.7474,0.0456,24.7494
