alpha,gk_gamma,niter_tn,niter_hcc,acc,acc_std,f1_score,f1_score_std,roc_auc_score,roc_auc_score_std,run_time
0.01,0.0,3,0,0.7431,0.031,0.7396,0.0303,0.8235,0.0296,113.179
0.01,1e-06,3,0,0.7431,0.0311,0.7396,0.0304,0.8235,0.0296,113.179
0.01,2e-06,3,0,0.7431,0.0313,0.7396,0.0305,0.8235,0.0298,113.179
0.01,3e-06,3,0,0.7431,0.0313,0.7396,0.0306,0.8235,0.0299,113.179
0.01,4e-06,3,0,0.7431,0.0318,0.7396,0.031,0.8235,0.0303,113.179
0.01,5e-06,3,0,0.7431,0.0315,0.7396,0.0308,0.8235,0.03,113.179
0.01,6e-06,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,7e-06,3,0,0.7431,0.0318,0.7396,0.031,0.8235,0.0303,113.179
0.01,8e-06,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,9e-06,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1e-05,3,0,0.7431,0.0318,0.7396,0.031,0.8235,0.0303,113.179
0.01,1.1e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1.3e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1.4e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1.5e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1.7e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,1.8e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,2e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,2.2e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,2.4e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,2.7e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,2.9e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,3.2e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,3.5e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,3.9e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,4.2e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,4.6e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,5.1e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,5.6e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,6.1e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,6.7e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,7.4e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,8.1e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,8.9e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,9.8e-05,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
0.01,0.000107,3,0,0.7431,0.0326,0.7396,0.0319,0.8235,0.0311,113.179
